ORGANISM_NAME,ORGANISM_NAME_OTHER,ORGANISM_CODE,ORGANISM_CLASS,TAX_ID,PARENT_TAX_ID,TAX_RANK,DIVISION,DIVISION_CODE,LINEAGE,STATUS,ACREATEDBY,ACREATEDDATE,AMODIFIEDBY,AMODIFIEDDATE
Abutilon pubistamineum,,,,108336,3630,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Malvoideae; Abutilon,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abutilon ramosum,,,,1812452,3630,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Malvoideae; Abutilon,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abutilon sandwicense,,,,424431,3630,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Malvoideae; Abutilon,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abutilon sonneratianum,,,,1237391,3630,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Malvoideae; Abutilon,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abutilon theophrasti,,,,3631,3630,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Malvoideae; Abutilon,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Abyssicoccus albus,,,Gram-Positive,1817405,1955413,species,Bacteria,BCT,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Abyssicoccus,,ORGDB,11/OCT/17,ORGDB,26/OCT/17
Abyssivirga alkaniphila,,,Gram-Positive,1675854,1792300,species,Bacteria,BCT,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Abyssivirga,,ORGDB,11/OCT/17,ORGDB,26/OCT/17
Acacia abbreviata,,,,1120438,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia acanthaster,,,,1174686,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia acanthoclada,,,,1174687,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia acinacea,,,,1174689,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia aciphylla,,,,1174690,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia acoma,,,,1174691,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia acradenia,,,,198736,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia acrionastes,,,,1174692,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia acuaria,,,,1174693,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia aculeatissima,,,,1174694,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia acuminata,,,,178749,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia acutata,,,,1174695,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia adinophylla,,,,1174696,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia adnata,,,,1174697,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia adoxa,,,,139004,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia adsurgens,,,,1173628,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia adunca,,,,204988,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia aemula,,,,1300364,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia aestivalis,,,,1174699,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia alata,,,,139005,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia alcockii,,,,1174703,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia alexandri,,,,334172,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia alpina,,,,865997,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia amblygona,,,,1174704,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia ammobia,,,,1174705,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia ammophila,,,,1173629,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia ampliata,,,,1708225,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia ampliceps,,,,178750,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia amyctica,,,,1174706,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia anasilla,,,,1174707,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia anastema,,,,1174708,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia anaticeps,,,,1280773,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia anceps,,,,1120439,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia ancistrocarpa,,,,1174709,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia ancistrophylla,,,,1173630,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia andrewsii,,,,1174712,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia anegadensis,,,,767868,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia aneura,,,,205021,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia anfractuosa,,,,1174715,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia angusta,,,,205022,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia anthochaera,,,,205064,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia aphanoclada,,,,205024,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia aphylla,,,,198737,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia applanata,,,,1174716,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia aprepta,,,,1173632,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia aprica,,,,1174717,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia arabica,,,,658885,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia araneosa,,,,1174718,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia arcuatilis,,,,1174719,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia areolata,,,,1174720,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia argutifolia,,,,1174721,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia argyraea,,,,1174722,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia argyrodendron,,,,1174723,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia argyrophylla,,,,1120440,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia arida,,,,1280775,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
Acacia armitii,,,,1280776,3808,species,Plants and Fungi,PLN,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliophyta; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Caesalpinioideae; mimosoid clade; Acacieae; Acacia,,ORGDB,11/OCT/17,ORGDB,22/OCT/17
