ORGANISM_ID,ORGANISM_NAME,ORGANISM_DESCRIPTION,STRAIN_ID,STRAIN_TYPE,STRAIN_CODE,STRAIN_DESCRIPTION,STRAIN_NOTES,ORGANISM_CLASS,RISK_GROUP,PATHOGEN,BIOLOGIST,IMPORT_PERMIT,OXYGEN_PREF,ATMOSPHERE_PREF,NUTRIENT_PREF,BIOFILM_PREF,STATUS,ACREATEDBY,ACREATEDDATE,AMODIFIEDBY,AMODIFIEDDATE,TAX_ID,BIOL_APPROVAL,SPECIAL_PRECAUTION,STRAIN_TISSUE,SCREEN_PANEL,LAB_RESTRICTION,SEQUENCE,SEQUENCE_LINK,SEQUENCE_MLST,MTA_DOCUMENT,MTA_STATUS,GEN_TYPE
GN_450,Enterobacter cloacae,,AR Bank #0060,Resistant MDR;Clinical Isolate,En.cl CDC #0060,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-29,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,550,,,,,PC2.3,WGS,NCBI SAMN04014901,,CDC/UoM,Academic only,ACT-7
GN_451,Escherichia coli,,AR Bank #0061,Resistant MDR;Clinical Isolate,Ec CDC #0061,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-30,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,562,,,,,PC2.3,WGS,NCBI SAMN04014902,,CDC/UoM,Academic only,"aac(6')-Ib, aadA1, aadA2, dfrA12, dfrA14, KPC-3, OXA-9, strA, strB, sul1, sul2, sul3, TEM-1A, tet(A)"
GN_452,Enterobacter aerogenes,,AR Bank #0062,Clinical Isolate;Resistant MDR,En.ae CDC #0062,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-31,Gram-Negative,RG2,Pathogen,,,Aerobic,,,,1,ORGDB,29/JUN/20,ORGDB,14/MAY/21,548,,,,,PC2.3,WGS,NCBI SAMN04014903,,CDC/UoM,Academic only,"aadA2, dfrA12, QnrB6, sul1, tet(A)"
GN_453,Acinetobacter baumannii,,AR Bank #0063,Resistant MDR;Clinical Isolate,Ab CDC #0063,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-32,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,470,,,,,PC2.3,WGS,NCBI SAMN04014904,,CDC/UoM,Academic only,"OXA-23, OXA-24, OXA-65, sul2"
GN_454,Enterobacter cloacae,,AR Bank #0065,Resistant MDR;Clinical Isolate,En.cl CDC #0065,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-34,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,550,,,,,PC2.3,WGS,NCBI SAMN04014906,,CDC/UoM,Academic only,ACT-15
GN_455,Klebsiella pneumoniae,,AR Bank #0066,Resistant MDR;Clinical Isolate,Kp CDC #0066,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-35,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,573,,,,,PC2.3,WGS,NCBI SAMN04014907,,CDC/UoM,Academic only,"aac(3)-IId, aac(6')-Ib, ARR-3, catA1, cmlA1, CTX-M-15, dfrA1, fosA, OmpK35, oqxA, OXA-1, OXA-232, OXA-9, strA, strB, sul1, sul2, TEM-1A"
GN_456,Escherichia coli,,AR Bank #0067,Resistant MDR;Clinical Isolate,Ec CDC #0067,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-36,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,562,,,,,PC2.3,WGS,NCBI SAMN04014908,,CDC/UoM,Academic only,TEM-1B
GN_457,Klebsiella pneumoniae,,AR Bank #0068,Resistant MDR;Clinical Isolate,Kp CDC #0068,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-37,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,573,,,,,PC2.3,WGS,NCBI SAMN04014909,,CDC/UoM,Academic only,"aac(3)-IId, aac(6')Ib-cr, aadA1, aadA2, armA, catA1, CTX-M-15, dfrA1, dfrA12, fosA, mph(E), msr(E), NDM-1, oqxA, OXA-1, OXA-232, OXA-9, SHV-11, strA, strB, sul1, sul2, TEM-1A"
GN_458,Escherichia coli,,AR Bank #0069,Resistant MDR;Clinical Isolate,Ec CDC #0069,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-38,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,562,,,,,PC2.3,WGS,NCBI SAMN04014910,,CDC/UoM,Academic only,"CMY-6, dfrA8, NDM-1, strA, sul1, sul2, TEM-1B, tet(A)"
GN_459,Acinetobacter baumannii,,AR Bank #0070,Resistant MDR;Clinical Isolate,Ab CDC #0070,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-39,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,470,,,,,PC2.3,WGS,NCBI SAMN04014911,,CDC/UoM,Academic only,"OXA-100, OXA-58, sul2"
GN_460,Klebsiella oxytoca,,AR Bank #0071,Resistant MDR;Clinical Isolate,Kl.ox CDC #0071,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-40,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,571,,,,,PC2.3,WGS,NCBI SAMN04014912,,CDC/UoM,Academic only,"OmpK36, OXY-2-8"
GN_461,Enterobacter cloacae,,AR Bank #0072,Resistant MDR;Clinical Isolate,En.cl CDC #0072,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-41,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,550,,,,,PC2.3,WGS,NCBI SAMN04014913,,CDC/UoM,Academic only,
GN_462,Enterobacter cloacae,,AR Bank #0073,Resistant MDR;Clinical Isolate,En.cl CDC #0073,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-42,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,550,,,,,PC2.3,WGS,NCBI SAMN04014914,,CDC/UoM,Academic only,
GN_463,Enterobacter aerogenes,,AR Bank #0074,Resistant MDR;Clinical Isolate,En.ae CDC #0074,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-43,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,548,,,,,PC2.3,WGS,NCBI SAMN04014915,,CDC/UoM,Academic only,"ARR-3, OXA-48"
GN_464,Klebsiella pneumoniae,,AR Bank #0075,Resistant MDR;Clinical Isolate,Kp CDC #0075,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-44,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,573,,,,,PC2.3,WGS,NCBI SAMN04014916,,CDC/UoM,Academic only,"aac(6')Ib-cr, CTX-M-15, dfrA1, OmpK35, oqxA, OXA-1, OXA-232, SHV-1, sul1, tet(A)"
GN_465,Klebsiella pneumoniae,,AR Bank #0076,Resistant MDR;Clinical Isolate,Kp CDC #0076,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-45,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,573,,,,,PC2.3,WGS,NCBI SAMN04014917,,CDC/UoM,Academic only,"aadA2, aadB, dfrA1, dfrA12, mph(A), oqxA, SHV-30, sul1, VIM-1"
GN_466,Escherichia coli,,AR Bank #0077,Resistant MDR;Clinical Isolate,Ec CDC #0077,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-46,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,562,,,,,PC2.3,WGS,NCBI SAMN04014918,,CDC/UoM,Academic only,
GN_467,Acinetobacter baumannii,,AR Bank #0078,Resistant MDR;Clinical Isolate,Ab CDC #0078,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-47,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,470,,,,,PC2.3,WGS,NCBI SAMN04014919,,CDC/UoM,Academic only,"aac(3)-IIa, aadA11, ADC-25, dfrB1, mph(E), msr(E), OXA-71, SHV-5, sul1"
GN_468,Klebsiella pneumoniae,,AR Bank #0079,Resistant MDR;Clinical Isolate,Kp CDC #0079,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-48,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,573,,,,,PC2.3,WGS,NCBI SAMN04014920,,CDC/UoM,Academic only,"aac(3)-IId, aadA2, CTX-M-14, dfrA12, DHA-1, erm(42), OmpK35, OmpK36, oqxA, oqxB, QnrB4, rmtB, SHV-11, strA, strB, sul2, TEM-1B, tet(G)"
GN_469,Klebsiella pneumoniae,,AR Bank #0080,Resistant MDR;Clinical Isolate,Kp CDC #0080,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-49,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,573,,,,,PC2.3,WGS,NCBI SAMN04014921,,CDC/UoM,Academic only,"aac(3)-IId, aac(6')Ib-cr, catB3, IMP-4, OKP-B-2, OXA-1, SFO-1, strA, strB, sul1, TEM-1B"
GN_470,Escherichia coli,,AR Bank #0081,Resistant MDR;Clinical Isolate,Ec CDC #0081,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-50,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,562,,,,,PC2.3,WGS,NCBI SAMN04014922,,CDC/UoM,Academic only,"CMY-2, TEM-1B"
GN_471,Providencia rettgeri,,AR Bank #0082,Resistant MDR;Clinical Isolate,Pr.re CDC #0082,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-51,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,587,,,,,PC2.3,WGS,NCBI SAMN04014923,,CDC/UoM,Academic only,"aadA2, dfrA12, NDM-1, sul1"
GN_472,Acinetobacter baumannii,,AR Bank #0083,Resistant MDR;Clinical Isolate,Ab CDC #0083,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-52,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,470,,,,,PC2.3,WGS,NCBI SAMN04014924,,CDC/UoM,Academic only,"aph(3')-Ic, armA, ARR-3, cmlA1, dfrA1, mph(E), msr(E), NDM-1, OXA-23, OXA-69, PER-7, strA, sul1, sul2, tet(B)"
GN_473,Escherichia coli,,AR Bank #0084,Resistant MDR;Clinical Isolate,Ec CDC #0084,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-53,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,562,,,,,PC2.3,WGS,NCBI SAMN04014925,,CDC/UoM,Academic only,"aadA5, dfrA17, sul1, TEM-1B"
GN_474,Escherichia coli,,AR Bank #0085,Resistant MDR;Clinical Isolate,Ec CDC #0085,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-54,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,562,,,,,PC2.3,WGS,NCBI SAMN04014926,,CDC/UoM,Academic only,"aadA1, CMY-2, dfrA1, OmpF, strA, strB, sul2, tet(B)"
GN_475,Escherichia coli,,AR Bank #0086,Resistant MDR;Clinical Isolate,Ec CDC #0086,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-55,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,562,,,,,PC2.3,WGS,NCBI SAMN04014927,,CDC/UoM,Academic only,"aac(3)-IId, aadA5, CTX-M-14, dfrA17, mph(A), strA, strB, sul1, sul2, TEM-1B, tet(A)"
GN_476,Klebsiella pneumoniae,,AR Bank #0087,Clinical Isolate;Resistant MDR,Kp CDC #0087,,"Resazurin for Screening (spotty growth in the presence of some compounds) - 
CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-56",Gram-Negative,RG2,Pathogen,,,Aerobic,,,,1,ORGDB,29/JUN/20,m.amado,01/MAR/21,573,,,,Eurofins Lung;Eurofins Thigh,PC2.3,WGS,NCBI SAMN04014928,,CDC/UoM,Academic only,"OmpK35, oqxA, oqxB, SHV-12, tet(A)"
GN_477,Acinetobacter baumannii,,AR Bank #0088,Resistant MDR;Clinical Isolate,Ab CDC #0088,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-57,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,470,,,,Eurofins Thigh;Eurofins Lung,PC2.3,WGS,NCBI SAMN04014929,,CDC/UoM,Academic only,"aac(3)-IIa, NDM-1, OXA-64, strA, strB, sul2, tet(B)"
GN_478,Escherichia coli,,AR Bank #0089,Resistant MDR;Clinical Isolate,Ec CDC #0089,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-58,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,562,,,,,PC2.3,WGS,NCBI SAMN04014930,,CDC/UoM,Academic only,"CMY-2, strA, strB, sul2, tet(B)"
GN_479,Serratia marcescens,,AR Bank #0091,Resistant MDR;Clinical Isolate,Se.ma CDC #0091,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-60,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,615,,,,,PC2.3,WGS,NCBI SAMN04014932,,CDC/UoM,Academic only,"aac(6')-Ic, SME-3"
GN_480,Enterobacter cloacae,,AR Bank #0093,Resistant MDR;Clinical Isolate,En.cl CDC #0093,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-62,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,550,,,,,PC2.3,WGS,NCBI SAMN04014934,,CDC/UoM,Academic only,"aac(3)-Ib, aac(6')Ib-cr, ACT-16, aph(3')-Ia, catB3, KPC-6, mph(A), OXA-1, sul1, TEM-1B"
GN_481,Klebsiella pneumoniae subsp. ozaenae,,AR Bank #0096,Resistant MDR;Clinical Isolate,Kp-oz CDC #0096,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-65,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,574,,,,,PC2.3,WGS,NCBI SAMN04014937,,CDC/UoM,Academic only,"aac(6')-Ib, aadA1, aadA2, dfrA12, dfrA14, fosA, KPC-3, oqxA, oqxB, OXA-9, SHV-1, strA, strB, sul1, sul2, TEM-1A"
GN_482,Klebsiella pneumoniae,,AR Bank #0097,Resistant MDR;Clinical Isolate,Kp CDC #0097,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-66,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,573,,,,Eurofins Thigh;Eurofins Lung,PC2.3,WGS,NCBI SAMN04014938,,CDC/UoM,Academic only,"aac(6')-Ib, aadA1, aadA2, dfrA12, dfrA14, fosA, KPC-3, oqxA, oqxB, OXA-9, SHV-11, strA, strB, sul1, sul2, TEM-1A"
GN_483,Klebsiella pneumoniae,,AR Bank #0098,Resistant MDR;Clinical Isolate,Kp CDC #0098,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-67,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,573,,,,Eurofins Thigh;Eurofins Lung,PC2.3,WGS,NCBI SAMN04014939,,CDC/UoM,Academic only,"aph(4)-Ia, catA1, cmlA1, dfrA12, KPC-2, mph(A), OmpK35, oqxA, oqxB, OXA-9, sul1, sul3, TEM-1A"
GN_484,Serratia marcescens,,AR Bank #0099,Resistant MDR;Clinical Isolate,Se.ma CDC #0099,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-68,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,615,,,,,PC2.3,WGS,NCBI SAMN04014940,,CDC/UoM,Academic only,"aac(6')-Ic, SME-3"
GN_485,Acinetobacter baumannii,,AR Bank #0101,Resistant MDR;Clinical Isolate,Ab CDC #0101,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-70,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,470,,,,,PC2.3,WGS,NCBI SAMN04014942,,CDC/UoM,Academic only,"OXA-24, OXA-65, strA, strB, sul2"
GN_486,Acinetobacter baumannii,,AR Bank #0102,Resistant MDR;Clinical Isolate,Ab CDC #0102,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-71,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,470,,,,,PC2.3,WGS,NCBI SAMN04014943,,CDC/UoM,Academic only,"ADC-25, armA, catB8, mph(E), msr(E), OXA-66, strA, strB, sul1"
GN_487,Escherichia coli,,AR Bank #0104,Resistant MDR;Clinical Isolate,Ec CDC #0104,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-73,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,562,,,,,PC2.3,WGS,NCBI SAMN04014945,,CDC/UoM,Academic only,"aadA5, dfrA14, dfrA17, KPC-4, mph(A), strA, strB, sul1, sul2, TEM-1A, tet(A)"
GN_488,Klebsiella pneumoniae,,AR Bank #0106,Resistant MDR;Clinical Isolate,Kp CDC #0106,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-75,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,573,,,,,PC2.3,WGS,NCBI SAMN04014947,,CDC/UoM,Academic only,"aac(3)-IId, aadA2, armA, ARR-3, cmlA1, CTX-M-15, dfrA1, dfrA12, fosA, mph(E), msr(E), NDM-1, oqxA, OXA-1, OXA-9, strA, strB, sul2, TEM-1A"
GN_489,Klebsiella pneumoniae,,AR Bank #0107,Resistant MDR;Clinical Isolate,Kp CDC #0107,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-76,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,573,,,,,PC2.3,WGS,NCBI SAMN04014948,,CDC/UoM,Academic only,"aac(6')-Ib, ARR-3, cmlA1, CTX-M-2, fosA, OmpK35, OmpK36, OXA-10, OXA-9, rmtG, SHV-83, sul2, TEM-1A"
GN_490,Klebsiella pneumoniae,,AR Bank #0109,Resistant MDR;Clinical Isolate,Kp CDC #0109,,CDC & FDA AR Isolate Bank - Gram Negative Carbapenemase Detection Panel - CarbaNP-78,Gram-Negative,RG2,Pathogen,,,,,,,,ORGDB,29/JUN/20,ORGDB,01/MAR/21,573,,,,,PC2.3,WGS,NCBI SAMN04014950,,CDC/UoM,Academic only,"aac(6')Ib-cr, CTX-M-15, dfrA12, dfrA14, mph(A), OmpK36, oqxA, oqxB, OXA-1, SHV-11, strA, strB, sul1, sul2, TEM-1B, tet(D)"
GN_491,Klebsiella pneumoniae,,ATCC 43816,,Kp 43816,,,Gram-Negative,RG2,Pathogen,G. Lowe,,Aerobic,,,,1,g.lowe,23/JUL/20,ORGDB,22/SEP/21,,,,,Eurofins Lung;Eurofins Peritonitis;Eurofins Thigh,PC2.3,,,ST-493,,,"blaSHV-1, fosA6, oqxA, oqxB"
GN_492,Escherichia coli,,ATCC 700336,Resistant,Ec UTI,"J96, MS1011",UTI strain from Mark Schembri lab,Gram-Negative,RG2,Pathogen,G. Lowe,,Anaerobic Facultative,,,,1,g.lowe,18/AUG/20,uqaelli3,05/APR/22,,,,Prototypic uropathogenic strain from human urinary infection,,PC2.3,,,,,,
GN_493,Acinetobacter baumannii,,NCTC 13304,,,,,Gram-Negative,,,,,Aerobic,Aerobic,,,1,g.lowe,07/SEP/20,g.lowe,07/SEP/20,,,,,,PC2.3,,,,,,
GN_494,Acinetobacter baumannii,,NCTC 13301,,,OXA-23,,Gram-Negative,,,,,Aerobic,Aerobic,,,1,g.lowe,07/SEP/20,g.lowe,01/MAR/21,,,,,,PC2.3,WGS,http://www.ebi.ac.uk/ena/data/view/ERS617390,,,,
GN_495,Klebsiella pneumoniae,,NCTC 14337,,,Carbapenem Resistant; blaIMP-1,"Human (infection), rectal swab. London, UK",Gram-Negative,,,,,Aerobic,,,,1,g.lowe,07/SEP/20,g.lowe,07/SEP/20,,,,,,PC2.3,,,,,,
GN_496,Klebsiella pneumoniae,,NCTC 13809,Clinical Isolate,Kp NCTC13809,Carbapenem-resistant. ATCC BAA-1705,"Isolated from urine, 42 year old male",Gram-Negative,,,,,Aerobic,Aerobic,,,1,g.lowe,07/SEP/20,ORGDB,22/SEP/21,,,,,,PC2.3,WGS,http://www.ebi.ac.uk/ena/data/view/ERS1273868,ST-258,,,"aac(6')-Ib, aac(6')-Ib, aac(6')-Ib-cr, aac(6')-Ib-cr, aadA2, aph(3')-Ia, blaKPC-2, blaOXA-9, blaSHV-11, blaSHV-11, blaTEM-1A, catA1, dfrA12, fosA6, mph(A), oqxA, oqxB, sul1"
GN_497,Klebsiella pneumoniae,,NCTC 13810,,,ATCC BAA-1706,,Gram-Negative,,,,,Aerobic,Aerobic,,,1,g.lowe,07/SEP/20,g.lowe,01/MAR/21,,,,,,PC2.3,WGS,http://www.ebi.ac.uk/ena/data/view/ERS1273869,,,,
GN_498,Escherichia coli,,MS835,,,Clinical Isolate,"Resistant to carbapenems, tetracyclines, polymyxins, aminoglycosides, B-lactams.",Gram-Negative,,,,,Aerobic,Aerobic,,,1,a.badillovega,21/OCT/20,a.badillovega,21/OCT/20,,,,,,PC2.0,,,,,,
GN_499,Klebsiella pneumoniae,,MS667,,,Clinical Isolate,Pan-drug resistant ,Gram-Negative,,,A.Kavanagh,,Aerobic,Aerobic,,,1,a.badillovega,21/OCT/20,a.badillovega,21/OCT/20,,,,,,PC2.3,,,,,,
GN_500,Pseudomonas aeruginosa,,MS14403,,,Clinical isolate,"Resistant to carbapenems, tetracyclines, polymyxins, aminoglycosides, B-lactams.",Gram-Negative,,,,,Aerobic,,,,1,a.badillovega,21/OCT/20,a.badillovega,21/OCT/20,,,,,,PC2.0,,,,,,
GN_501,Acinetobacter baumannii,,MS14413,,,Clinical isolate,"Resistant to carbapenems, tetracyclines, polymyxins, aminoglycosides, B-lactams. [Same strains as 502, culture from different swabs]",Gram-Negative,,,,,Aerobic,,,,1,a.badillovega,21/OCT/20,ORGDB,13/MAY/21,,,,,,PC2.0,,,,,,
GN_502,Acinetobacter baumannii,,MS14413,Clinical Isolate;Resistant MDR,,Clinical carbapenem-resistant ,MDR strain isolated from Royal Brisbane Womens Hospital (Australia) in 2018. Origen: Mark Walker lab,Gram-Negative,,,,,Aerobic,Aerobic,,,1,a.badillovega,21/APR/21,ORGDB,02/JUN/21,,,,,,PC2.3,,,,,,
GN_503,Acinetobacter baumannii,,AB0057,Clinical Isolate;Resistant XDR,OXA-23,Clinical carbapenem-resistant ,XDR strain isolated from the Walter Reed Army Medical Research Institute (US) blood stream infection 2004.,Gram-Negative,,,,,Aerobic,Aerobic,,,1,a.badillovega,21/APR/21,uqaelli3,27/JUN/22,,,,Blood stream infection 2004,,PC2.2,,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5578837/, GenBank accession no. CP001182",,,,"ST1, ST207, OXA-23, tet(A)"
GN_504,Escherichia coli,,EC958,,,from Makrina Totsika Gp of QUT,,Gram-Negative,,,,,Aerobic,,,,1,,02/SEP/21,ORGDB,02/SEP/21,,,,,,PC2.2,,,,,,
GN_505,Escherichia coli,,EC958 fabH null strain,,,from Makrina Totsika Gp of QUT,,Gram-Negative,,,,,Aerobic,,,,1,,02/SEP/21,ORGDB,02/SEP/21,,,,,,PC2.2,,,,,,
GN_506,Escherichia coli,,EC958 FabH(NULL) complement strain,,,from Makrina Totsika Gp of QUT,should use 17�g/mL chloramphenicol,Gram-Negative,,,,,Aerobic,,,,1,,02/SEP/21,ORGDB,02/SEP/21,,,,,,PC2.2,,,,,,
GN_507,Escherichia coli,,CFT073,,,from Makrina Totsika Gp of QUT,,Gram-Negative,,,,,Aerobic,,,,1,,02/SEP/21,ORGDB,02/SEP/21,,,,,,PC2.2,,,,,,
GN_508,Escherichia coli,,CFT073 fabH null strain,,,from Makrina Totsika Gp of QUT,,Gram-Negative,,,,,Aerobic,,,,1,,02/SEP/21,ORGDB,02/SEP/21,,,,,,PC2.2,,,,,,
GN_509,Escherichia coli,,CFT073 fabH(NULL) complement strain,,,from Makrina Totsika Gp of QUT,should use 17�g/mL chloramphenicol,Gram-Negative,,,,,Aerobic,,,,1,,02/SEP/21,ORGDB,02/SEP/21,,,,,,PC2.2,,,,,,
GN_510,Ornithobacterium rhinotracheale,,BR 1354,,,Isolated from Turkeys in 2014. Supplied by Dr Conny Turni (QAAFI),Original plate grown in candle jar,Gram-Negative,RG2,Pathogen,A. Elliott,,Aerobic Microaerophiles,"37C, with 5% CO2",,,1,ORGDB,11/NOV/21,ORGDB,20/DEC/21,,,,,,PC2.1,,,,,,
GN_511,Pasteurella multocida,,PM 2383,,,Isolated from chicken. Supply by Dr Conny Turni,"Lipopolysaccharide genotyping yielded L3, 
 the most common LPS genotype (L1-L8)",Gram-Negative,RG2,Pathogen,A. Elliott,,Anaerobic Facultative,Aerobic,5% Blood,,1,ORGDB,11/NOV/21,ORGDB,20/DEC/21,,,,,,PC2.1,,,,,,
GN_512,Klebsiella pneumoniae,,K3320,Clinical Isolate,,,"Provided by Olga Pacios (INIBIC, University of A Coru�a, Spain)",Gram-Negative,RG2,,,,Aerobic,,,,1,uqmamado,31/MAY/22,uqmamado,02/JUN/22,,,,,,PC2.2,,European BioProject PRJEB10018,,MTA_Queensland-FPNS - FEA,,"OqxA, OqxB, fosA, blaSHV-26"
